production_id,site_id,product_id,business_date,planned_qty,actual_qty,uom
P_2025-11-24_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-24,115,96,portion
P_2025-11-24_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-24,82,84,portion
P_2025-11-24_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-24,38,39,portion
P_2025-11-24_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-24,46,44,portion
P_2025-11-24_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-24,15,15,portion
P_2025-11-24_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-24,21,21,portion
P_2025-11-24_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-24,66,61,portion
P_2025-11-24_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-24,29,29,portion
P_2025-11-24_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-24,19,19,portion
P_2025-11-24_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-24,168,168,portion
P_2025-11-25_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-11-25,38,38,portion
P_2025-11-25_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-11-25,38,37,portion
P_2025-11-25_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-11-25,46,45,portion
P_2025-11-25_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-11-25,34,34,portion
P_2025-11-25_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-11-25,26,27,portion
P_2025-11-25_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-25,118,97,portion
P_2025-11-25_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-25,85,72,portion
P_2025-11-25_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-25,40,41,portion
P_2025-11-25_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-25,48,48,portion
P_2025-11-25_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-25,16,15,portion
P_2025-11-25_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-25,22,23,portion
P_2025-11-25_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-25,65,61,portion
P_2025-11-25_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-25,30,29,portion
P_2025-11-25_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-25,20,20,portion
P_2025-11-25_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-25,159,159,portion
P_2025-11-26_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-11-26,41,41,portion
P_2025-11-26_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-11-26,30,29,portion
P_2025-11-26_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-11-26,48,50,portion
P_2025-11-26_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-11-26,36,35,portion
P_2025-11-26_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-11-26,27,29,portion
P_2025-11-26_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-26,126,133,portion
P_2025-11-26_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-26,90,80,portion
P_2025-11-26_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-26,42,44,portion
P_2025-11-26_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-26,51,49,portion
P_2025-11-26_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-26,18,18,portion
P_2025-11-26_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-26,23,24,portion
P_2025-11-26_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-26,83,75,portion
P_2025-11-26_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-26,32,31,portion
P_2025-11-26_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-26,21,21,portion
P_2025-11-26_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-26,168,168,portion
P_2025-11-27_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-11-27,45,44,portion
P_2025-11-27_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-11-27,32,31,portion
P_2025-11-27_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-11-27,53,53,portion
P_2025-11-27_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-11-27,39,40,portion
P_2025-11-27_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-11-27,30,31,portion
P_2025-11-27_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-27,137,110,portion
P_2025-11-27_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-27,98,94,portion
P_2025-11-27_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-27,46,46,portion
P_2025-11-27_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-27,55,55,portion
P_2025-11-27_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-27,20,19,portion
P_2025-11-27_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-27,25,24,portion
P_2025-11-27_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-27,66,67,portion
P_2025-11-27_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-27,35,33,portion
P_2025-11-27_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-27,22,22,portion
P_2025-11-27_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-27,185,185,portion
P_2025-11-28_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-11-28,70,69,portion
P_2025-11-28_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-11-28,37,37,portion
P_2025-11-28_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-11-28,61,64,portion
P_2025-11-28_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-11-28,45,45,portion
P_2025-11-28_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-11-28,34,34,portion
P_2025-11-28_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-28,157,160,portion
P_2025-11-28_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-28,113,115,portion
P_2025-11-28_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-28,53,57,portion
P_2025-11-28_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-28,64,64,portion
P_2025-11-28_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-28,29,30,portion
P_2025-11-28_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-28,29,29,portion
P_2025-11-28_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-28,63,58,portion
P_2025-11-28_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-28,40,41,portion
P_2025-11-28_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-28,28,28,portion
P_2025-11-28_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-28,227,227,portion
P_2025-11-29_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-11-29,73,71,portion
P_2025-11-29_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-11-29,47,47,portion
P_2025-11-29_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-11-29,77,77,portion
P_2025-11-29_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-11-29,57,57,portion
P_2025-11-29_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-11-29,44,44,portion
P_2025-11-29_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-29,198,183,portion
P_2025-11-29_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-29,143,122,portion
P_2025-11-29_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-29,67,68,portion
P_2025-11-29_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-29,80,79,portion
P_2025-11-29_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-29,36,37,portion
P_2025-11-29_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-29,37,36,portion
P_2025-11-29_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-29,80,64,portion
P_2025-11-29_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-29,50,51,portion
P_2025-11-29_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-29,35,36,portion
P_2025-11-29_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-29,265,265,portion
P_2025-11-30_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-11-30,65,66,portion
P_2025-11-30_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-11-30,43,43,portion
P_2025-11-30_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-11-30,70,70,portion
P_2025-11-30_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-11-30,52,53,portion
P_2025-11-30_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-11-30,40,38,portion
P_2025-11-30_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-11-30,176,152,portion
P_2025-11-30_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-11-30,131,128,portion
P_2025-11-30_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-11-30,61,59,portion
P_2025-11-30_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-11-30,74,73,portion
P_2025-11-30_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-11-30,32,32,portion
P_2025-11-30_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-11-30,34,34,portion
P_2025-11-30_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-11-30,86,81,portion
P_2025-11-30_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-11-30,46,46,portion
P_2025-11-30_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-11-30,31,30,portion
P_2025-11-30_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-11-30,259,259,portion
P_2025-12-01_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-01,37,38,portion
P_2025-12-01_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-01,27,27,portion
P_2025-12-01_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-01,54,55,portion
P_2025-12-01_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-01,33,32,portion
P_2025-12-01_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-01,25,24,portion
P_2025-12-01_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-01,116,135,portion
P_2025-12-01_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-01,82,80,portion
P_2025-12-01_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-01,39,40,portion
P_2025-12-01_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-01,46,47,portion
P_2025-12-01_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-01,15,14,portion
P_2025-12-01_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-01,21,21,portion
P_2025-12-01_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-01,66,62,portion
P_2025-12-01_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-01,29,30,portion
P_2025-12-01_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-01,19,19,portion
P_2025-12-01_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-01,176,176,portion
