site_id,batch_id,product_id,ts,type,qty,uom,ref
SITE_KIT_01,B00033,ING_RICE,2025-11-15T07:00:00,receive,295.0,kg,LOT-B00033
SITE_KIT_01,B00034,ING_ATTA,2025-11-15T07:00:00,receive,200.0,kg,LOT-B00034
SITE_KIT_01,B00035,ING_BESAN,2025-11-15T07:00:00,receive,15.0,kg,LOT-B00035
SITE_KIT_01,B00036,ING_OIL,2025-11-15T07:00:00,receive,25.0,kg,LOT-B00036
SITE_KIT_01,B00037,ING_CASHEW,2025-11-15T07:00:00,receive,15.0,kg,LOT-B00037
SITE_KIT_01,B00038,ING_COCONUT,2025-11-15T07:00:00,receive,15.0,kg,LOT-B00038
SITE_KIT_01,B00039,ING_TOORDAL,2025-11-15T07:00:00,receive,80.0,kg,LOT-B00039
SITE_KIT_01,B00040,ING_BATTER,2025-11-15T07:00:00,receive,19.0,kg,LOT-B00040
SITE_KIT_01,B00023,ING_CHICKEN,2025-11-15T09:00:00,consume,17.55,kg,prep
SITE_KIT_01,B00033,ING_RICE,2025-11-15T09:00:00,consume,34.775,kg,prep
SITE_KIT_01,B00002,ING_ONION,2025-11-15T09:00:00,consume,36.661,kg,prep
SITE_KIT_01,B00001,ING_TOMATO,2025-11-15T09:00:00,consume,27.7741,kg,prep
SITE_KIT_01,B00028,ING_CURD,2025-11-15T09:00:00,consume,13.273,kg,prep
SITE_KIT_01,B00008,ING_GINGER,2025-11-15T09:00:00,consume,1.2498,kg,prep
SITE_KIT_01,B00009,ING_GARLIC,2025-11-15T09:00:00,consume,1.9729,kg,prep
SITE_KIT_01,B00007,ING_GCHILLI,2025-11-15T09:00:00,consume,1.6601,kg,prep
SITE_KIT_01,B00016,ING_MINT,2025-11-15T09:00:00,consume,0.7378,kg,prep
SITE_KIT_01,B00006,ING_CORIANDER,2025-11-15T09:00:00,consume,1.5637,kg,prep
SITE_KIT_01,B00032,ING_GHEE,2025-11-15T09:00:00,consume,4.5825,kg,prep
SITE_KIT_01,B00037,ING_CASHEW,2025-11-15T09:00:00,consume,1.4274,kg,prep
SITE_KIT_01,B00010,ING_CARROT,2025-11-15T09:00:00,consume,7.82,kg,prep
SITE_KIT_01,B00019,ING_BEANS,2025-11-15T09:00:00,consume,4.6782,kg,prep
SITE_KIT_01,B00015,ING_PEAS,2025-11-15T09:00:00,consume,3.588,kg,prep
SITE_KIT_01,B00004,ING_CAULI,2025-11-15T09:00:00,consume,32.9221,kg,prep
SITE_KIT_01,B00003,ING_POTATO,2025-11-15T09:00:00,consume,15.2839,kg,prep
SITE_KIT_01,B00027,ING_PANEER,2025-11-15T09:00:00,consume,15.86,kg,prep
SITE_KIT_01,B00031,ING_BUTTER,2025-11-15T09:00:00,consume,3.6283,kg,prep
SITE_KIT_01,B00030,ING_CREAM,2025-11-15T09:00:00,consume,3.2474,kg,prep
SITE_KIT_01,B00011,ING_CAPSICUM,2025-11-15T09:00:00,consume,4.622,kg,prep
SITE_KIT_01,B00035,ING_BESAN,2025-11-15T09:00:00,consume,1.508,kg,prep
SITE_KIT_01,B00036,ING_OIL,2025-11-15T09:00:00,consume,3.328,kg,prep
SITE_KIT_01,B00005,ING_SPINACH,2025-11-15T09:00:00,consume,11.0939,kg,prep
SITE_KIT_01,B00034,ING_ATTA,2025-11-15T09:00:00,consume,26.546,kg,prep
SITE_KIT_01,B00029,ING_MILK,2025-11-15T09:00:00,consume,2.6,kg,prep
SITE_KIT_01,B00039,ING_TOORDAL,2025-11-15T09:00:00,consume,6.24,kg,prep
SITE_KIT_01,B00017,ING_CURRYLEAF,2025-11-15T09:00:00,consume,0.5469,kg,prep
SITE_KIT_01,B00024,ING_MUTTON,2025-11-15T09:00:00,consume,9.62,kg,prep
SITE_KIT_01,B00040,ING_BATTER,2025-11-15T09:00:00,consume,15.392,kg,prep
SITE_KIT_01,B00025,ING_FISH,2025-11-15T09:00:00,consume,7.488,kg,prep
SITE_KIT_01,B00038,ING_COCONUT,2025-11-15T09:00:00,consume,1.872,kg,prep
SITE_KIT_01,B00018,ING_LEMON,2025-11-15T09:00:00,consume,2.3043,kg,prep
SITE_KIT_01,B00021,ING_CUCUMBER,2025-11-15T09:00:00,consume,4.9429,kg,prep
SITE_KIT_01,B00012,ING_CABBAGE,2025-11-15T09:00:00,consume,3.2253,kg,prep
SITE_KIT_01,B00022,ING_BANANA,2025-11-15T09:00:00,consume,5.138,kg,prep
SITE_KIT_01,B00026,ING_EGG,2025-11-15T09:00:00,consume,3.159,kg,prep
SITE_KIT_01,B00013,ING_BRINJAL,2025-11-15T09:00:00,consume,4.3662,kg,prep
SITE_KIT_01,B00014,ING_OKRA,2025-11-15T09:00:00,consume,5.0149,kg,prep
SITE_KIT_01,B00020,ING_MUSHROOM,2025-11-15T09:00:00,consume,1.4645,kg,prep
SITE_KIT_01,B00041,ING_SPINACH,2025-11-16T07:00:00,receive,11.0,kg,LOT-B00041
SITE_KIT_01,B00042,ING_CORIANDER,2025-11-16T07:00:00,receive,1.75,kg,LOT-B00042
SITE_KIT_01,B00043,ING_MINT,2025-11-16T07:00:00,receive,0.75,kg,LOT-B00043
SITE_KIT_01,B00044,ING_CURRYLEAF,2025-11-16T07:00:00,receive,0.75,kg,LOT-B00044
SITE_KIT_01,B00045,ING_BATTER,2025-11-16T07:00:00,receive,16.0,kg,LOT-B00045
SITE_KIT_01,B00023,ING_CHICKEN,2025-11-16T09:00:00,consume,14.508,kg,prep
SITE_KIT_01,B00033,ING_RICE,2025-11-16T09:00:00,consume,29.367,kg,prep
SITE_KIT_01,B00002,ING_ONION,2025-11-16T09:00:00,consume,31.7358,kg,prep
SITE_KIT_01,B00001,ING_TOMATO,2025-11-16T09:00:00,consume,23.7637,kg,prep
SITE_KIT_01,B00028,ING_CURD,2025-11-16T09:00:00,consume,11.7221,kg,prep
SITE_KIT_01,B00008,ING_GINGER,2025-11-16T09:00:00,consume,1.061,kg,prep
SITE_KIT_01,B00009,ING_GARLIC,2025-11-16T09:00:00,consume,1.6923,kg,prep
SITE_KIT_01,B00007,ING_GCHILLI,2025-11-16T09:00:00,consume,1.4324,kg,prep
SITE_KIT_01,B00016,ING_MINT,2025-11-16T09:00:00,consume,0.3682,kg,prep
SITE_KIT_01,B00043,ING_MINT,2025-11-16T09:00:00,consume,0.2575,kg,prep
SITE_KIT_01,B00006,ING_CORIANDER,2025-11-16T09:00:00,consume,0.4363,kg,prep
SITE_KIT_01,B00042,ING_CORIANDER,2025-11-16T09:00:00,consume,0.8675,kg,prep
SITE_KIT_01,B00032,ING_GHEE,2025-11-16T09:00:00,consume,3.874,kg,prep
SITE_KIT_01,B00037,ING_CASHEW,2025-11-16T09:00:00,consume,1.2012,kg,prep
SITE_KIT_01,B00010,ING_CARROT,2025-11-16T09:00:00,consume,6.7211,kg,prep
SITE_KIT_01,B00019,ING_BEANS,2025-11-16T09:00:00,consume,4.0952,kg,prep
SITE_KIT_01,B00015,ING_PEAS,2025-11-16T09:00:00,consume,3.068,kg,prep
SITE_KIT_01,B00004,ING_CAULI,2025-11-16T09:00:00,consume,28.0086,kg,prep
SITE_KIT_01,B00003,ING_POTATO,2025-11-16T09:00:00,consume,13.7845,kg,prep
SITE_KIT_01,B00027,ING_PANEER,2025-11-16T09:00:00,consume,13.416,kg,prep
SITE_KIT_01,B00031,ING_BUTTER,2025-11-16T09:00:00,consume,3.1083,kg,prep
SITE_KIT_01,B00030,ING_CREAM,2025-11-16T09:00:00,consume,2.7586,kg,prep
SITE_KIT_01,B00011,ING_CAPSICUM,2025-11-16T09:00:00,consume,3.8409,kg,prep
SITE_KIT_01,B00035,ING_BESAN,2025-11-16T09:00:00,consume,1.326,kg,prep
SITE_KIT_01,B00036,ING_OIL,2025-11-16T09:00:00,consume,2.9445,kg,prep
SITE_KIT_01,B00005,ING_SPINACH,2025-11-16T09:00:00,consume,3.9061,kg,prep
SITE_KIT_01,B00041,ING_SPINACH,2025-11-16T09:00:00,consume,5.1561,kg,prep
SITE_KIT_01,B00034,ING_ATTA,2025-11-16T09:00:00,consume,25.194,kg,prep
SITE_KIT_01,B00029,ING_MILK,2025-11-16T09:00:00,consume,2.262,kg,prep
SITE_KIT_01,B00039,ING_TOORDAL,2025-11-16T09:00:00,consume,5.226,kg,prep
SITE_KIT_01,B00017,ING_CURRYLEAF,2025-11-16T09:00:00,consume,0.2031,kg,prep
SITE_KIT_01,B00044,ING_CURRYLEAF,2025-11-16T09:00:00,consume,0.2755,kg,prep
SITE_KIT_01,B00024,ING_MUTTON,2025-11-16T09:00:00,consume,8.32,kg,prep
SITE_KIT_01,B00040,ING_BATTER,2025-11-16T09:00:00,consume,3.608,kg,prep
SITE_KIT_01,B00045,ING_BATTER,2025-11-16T09:00:00,consume,10.12,kg,prep
SITE_KIT_01,B00025,ING_FISH,2025-11-16T09:00:00,consume,6.656,kg,prep
SITE_KIT_01,B00038,ING_COCONUT,2025-11-16T09:00:00,consume,1.664,kg,prep
SITE_KIT_01,B00018,ING_LEMON,2025-11-16T09:00:00,consume,2.1265,kg,prep
SITE_KIT_01,B00021,ING_CUCUMBER,2025-11-16T09:00:00,consume,4.5324,kg,prep
SITE_KIT_01,B00012,ING_CABBAGE,2025-11-16T09:00:00,consume,2.9186,kg,prep
SITE_KIT_01,B00022,ING_BANANA,2025-11-16T09:00:00,consume,4.7932,kg,prep
SITE_KIT_01,B00026,ING_EGG,2025-11-16T09:00:00,consume,2.9484,kg,prep
SITE_KIT_01,B00013,ING_BRINJAL,2025-11-16T09:00:00,consume,4.0369,kg,prep
SITE_KIT_01,B00014,ING_OKRA,2025-11-16T09:00:00,consume,4.6888,kg,prep
SITE_KIT_01,B00020,ING_MUSHROOM,2025-11-16T09:00:00,consume,1.378,kg,prep
SITE_KIT_01,B00046,ING_TOMATO,2025-11-17T07:00:00,receive,52.0,kg,LOT-B00046
SITE_KIT_01,B00047,ING_CAULI,2025-11-17T07:00:00,receive,63.0,kg,LOT-B00047
SITE_KIT_01,B00048,ING_SPINACH,2025-11-17T07:00:00,receive,11.0,kg,LOT-B00048
SITE_KIT_01,B00049,ING_CORIANDER,2025-11-17T07:00:00,receive,1.665,kg,LOT-B00049
SITE_KIT_01,B00050,ING_GCHILLI,2025-11-17T07:00:00,receive,4.0,kg,LOT-B00050
SITE_KIT_01,B00051,ING_CARROT,2025-11-17T07:00:00,receive,15.0,kg,LOT-B00051
SITE_KIT_01,B00052,ING_CAPSICUM,2025-11-17T07:00:00,receive,12.0,kg,LOT-B00052
SITE_KIT_01,B00053,ING_CABBAGE,2025-11-17T07:00:00,receive,5.305,kg,LOT-B00053
SITE_KIT_01,B00054,ING_BRINJAL,2025-11-17T07:00:00,receive,9.0,kg,LOT-B00054
SITE_KIT_01,B00055,ING_OKRA,2025-11-17T07:00:00,receive,4.0,kg,LOT-B00055
SITE_KIT_01,B00056,ING_PEAS,2025-11-17T07:00:00,receive,7.0,kg,LOT-B00056
SITE_KIT_01,B00057,ING_MINT,2025-11-17T07:00:00,receive,0.75,kg,LOT-B00057
SITE_KIT_01,B00058,ING_CURRYLEAF,2025-11-17T07:00:00,receive,1.0,kg,LOT-B00058
SITE_KIT_01,B00059,ING_LEMON,2025-11-17T07:00:00,receive,5.0,kg,LOT-B00059
SITE_KIT_01,B00060,ING_BEANS,2025-11-17T07:00:00,receive,8.0,kg,LOT-B00060
SITE_KIT_01,B00061,ING_MUSHROOM,2025-11-17T07:00:00,receive,3.0,kg,LOT-B00061
SITE_KIT_01,B00062,ING_CUCUMBER,2025-11-17T07:00:00,receive,10.0,kg,LOT-B00062
SITE_KIT_01,B00063,ING_BANANA,2025-11-17T07:00:00,receive,13.0,kg,LOT-B00063
SITE_KIT_01,B00064,ING_CHICKEN,2025-11-17T07:00:00,receive,31.0,kg,LOT-B00064
SITE_KIT_01,B00065,ING_MUTTON,2025-11-17T07:00:00,receive,15.0,kg,LOT-B00065
SITE_KIT_01,B00066,ING_FISH,2025-11-17T07:00:00,receive,14.0,kg,LOT-B00066
SITE_KIT_01,B00067,ING_EGG,2025-11-17T07:00:00,receive,7.0,kg,LOT-B00067
SITE_KIT_01,B00068,ING_PANEER,2025-11-17T07:00:00,receive,30.0,kg,LOT-B00068
SITE_KIT_01,B00069,ING_CURD,2025-11-17T07:00:00,receive,24.0,kg,LOT-B00069
SITE_KIT_01,B00070,ING_MILK,2025-11-17T07:00:00,receive,4.0,kg,LOT-B00070
SITE_KIT_01,B00071,ING_CREAM,2025-11-17T07:00:00,receive,8.0,kg,LOT-B00071
SITE_KIT_01,B00072,ING_BUTTER,2025-11-17T07:00:00,receive,7.0,kg,LOT-B00072
SITE_KIT_01,B00073,ING_BATTER,2025-11-17T07:00:00,receive,14.0,kg,LOT-B00073
SITE_KIT_01,B00023,ING_CHICKEN,2025-11-17T09:00:00,consume,5.942,kg,prep
SITE_KIT_01,B00064,ING_CHICKEN,2025-11-17T09:00:00,consume,2.482,kg,prep
SITE_KIT_01,B00033,ING_RICE,2025-11-17T09:00:00,consume,18.252,kg,prep
SITE_KIT_01,B00002,ING_ONION,2025-11-17T09:00:00,consume,20.6681,kg,prep
SITE_KIT_01,B00001,ING_TOMATO,2025-11-17T09:00:00,consume,15.4621,kg,prep
SITE_KIT_01,B00046,ING_TOMATO,2025-11-17T09:00:00,consume,0.0681,kg,prep
SITE_KIT_01,B00028,ING_CURD,2025-11-17T09:00:00,consume,7.0577,kg,prep
SITE_KIT_01,B00008,ING_GINGER,2025-11-17T09:00:00,consume,0.6457,kg,prep
SITE_KIT_01,B00009,ING_GARLIC,2025-11-17T09:00:00,consume,1.0623,kg,prep
SITE_KIT_01,B00007,ING_GCHILLI,2025-11-17T09:00:00,consume,0.9367,kg,prep
SITE_KIT_01,B00057,ING_MINT,2025-11-17T09:00:00,consume,0.3683,kg,prep
SITE_KIT_01,B00042,ING_CORIANDER,2025-11-17T09:00:00,consume,0.8475,kg,prep
SITE_KIT_01,B00032,ING_GHEE,2025-11-17T09:00:00,consume,2.3595,kg,prep
SITE_KIT_01,B00037,ING_CASHEW,2025-11-17T09:00:00,consume,0.8112,kg,prep
SITE_KIT_01,B00010,ING_CARROT,2025-11-17T09:00:00,consume,3.4589,kg,prep
SITE_KIT_01,B00051,ING_CARROT,2025-11-17T09:00:00,consume,0.7828,kg,prep
SITE_KIT_01,B00019,ING_BEANS,2025-11-17T09:00:00,consume,2.5642,kg,prep
SITE_KIT_01,B00015,ING_PEAS,2025-11-17T09:00:00,consume,1.95,kg,prep
SITE_KIT_01,B00004,ING_CAULI,2025-11-17T09:00:00,consume,16.8321,kg,prep
SITE_KIT_01,B00003,ING_POTATO,2025-11-17T09:00:00,consume,10.6542,kg,prep
SITE_KIT_01,B00027,ING_PANEER,2025-11-17T09:00:00,consume,5.724,kg,prep
SITE_KIT_01,B00068,ING_PANEER,2025-11-17T09:00:00,consume,3.844,kg,prep
SITE_KIT_01,B00031,ING_BUTTER,2025-11-17T09:00:00,consume,1.2634,kg,prep
SITE_KIT_01,B00072,ING_BUTTER,2025-11-17T09:00:00,consume,0.7165,kg,prep
SITE_KIT_01,B00030,ING_CREAM,2025-11-17T09:00:00,consume,1.9422,kg,prep
SITE_KIT_01,B00011,ING_CAPSICUM,2025-11-17T09:00:00,consume,2.4722,kg,prep
SITE_KIT_01,B00035,ING_BESAN,2025-11-17T09:00:00,consume,0.806,kg,prep
SITE_KIT_01,B00036,ING_OIL,2025-11-17T09:00:00,consume,2.119,kg,prep
SITE_KIT_01,B00041,ING_SPINACH,2025-11-17T09:00:00,consume,5.8439,kg,prep
SITE_KIT_01,B00048,ING_SPINACH,2025-11-17T09:00:00,consume,0.0374,kg,prep
SITE_KIT_01,B00034,ING_ATTA,2025-11-17T09:00:00,consume,15.327,kg,prep
SITE_KIT_01,B00029,ING_MILK,2025-11-17T09:00:00,consume,1.209,kg,prep
SITE_KIT_01,B00039,ING_TOORDAL,2025-11-17T09:00:00,consume,3.666,kg,prep
SITE_KIT_01,B00058,ING_CURRYLEAF,2025-11-17T09:00:00,consume,0.3589,kg,prep
SITE_KIT_01,B00024,ING_MUTTON,2025-11-17T09:00:00,consume,3.9,kg,prep
SITE_KIT_01,B00045,ING_BATTER,2025-11-17T09:00:00,consume,5.88,kg,prep
SITE_KIT_01,B00073,ING_BATTER,2025-11-17T09:00:00,consume,5.976,kg,prep
SITE_KIT_01,B00025,ING_FISH,2025-11-17T09:00:00,consume,2.856,kg,prep
SITE_KIT_01,B00066,ING_FISH,2025-11-17T09:00:00,consume,0.888,kg,prep
SITE_KIT_01,B00038,ING_COCONUT,2025-11-17T09:00:00,consume,0.936,kg,prep
SITE_KIT_01,B00018,ING_LEMON,2025-11-17T09:00:00,consume,1.3901,kg,prep
SITE_KIT_01,B00021,ING_CUCUMBER,2025-11-17T09:00:00,consume,3.0244,kg,prep
SITE_KIT_01,B00012,ING_CABBAGE,2025-11-17T09:00:00,consume,1.9544,kg,prep
SITE_KIT_01,B00022,ING_BANANA,2025-11-17T09:00:00,consume,0.9348,kg,prep
SITE_KIT_01,B00063,ING_BANANA,2025-11-17T09:00:00,consume,2.2151,kg,prep
SITE_KIT_01,B00026,ING_EGG,2025-11-17T09:00:00,consume,0.8926,kg,prep
SITE_KIT_01,B00067,ING_EGG,2025-11-17T09:00:00,consume,1.0613,kg,prep
SITE_KIT_01,B00013,ING_BRINJAL,2025-11-17T09:00:00,consume,2.5969,kg,prep
SITE_KIT_01,B00054,ING_BRINJAL,2025-11-17T09:00:00,consume,0.1091,kg,prep
SITE_KIT_01,B00014,ING_OKRA,2025-11-17T09:00:00,consume,3.1068,kg,prep
SITE_KIT_01,B00020,ING_MUSHROOM,2025-11-17T09:00:00,consume,0.9239,kg,prep
SITE_KIT_01,B00074,ING_SPINACH,2025-11-18T07:00:00,receive,9.0,kg,LOT-B00074
SITE_KIT_01,B00075,ING_CORIANDER,2025-11-18T07:00:00,receive,1.5,kg,LOT-B00075
SITE_KIT_01,B00076,ING_MINT,2025-11-18T07:00:00,receive,0.75,kg,LOT-B00076
SITE_KIT_01,B00077,ING_CURRYLEAF,2025-11-18T07:00:00,receive,0.5,kg,LOT-B00077
SITE_KIT_01,B00078,ING_BATTER,2025-11-18T07:00:00,receive,14.0,kg,LOT-B00078
SITE_KIT_01,B00064,ING_CHICKEN,2025-11-18T09:00:00,consume,9.126,kg,prep
SITE_KIT_01,B00033,ING_RICE,2025-11-18T09:00:00,consume,20.709,kg,prep
SITE_KIT_01,B00002,ING_ONION,2025-11-18T09:00:00,consume,21.5621,kg,prep
SITE_KIT_01,B00046,ING_TOMATO,2025-11-18T09:00:00,consume,15.9026,kg,prep
SITE_KIT_01,B00028,ING_CURD,2025-11-18T09:00:00,consume,0.9472,kg,prep
SITE_KIT_01,B00069,ING_CURD,2025-11-18T09:00:00,consume,6.4784,kg,prep
SITE_KIT_01,B00008,ING_GINGER,2025-11-18T09:00:00,consume,0.6673,kg,prep
SITE_KIT_01,B00009,ING_GARLIC,2025-11-18T09:00:00,consume,1.0974,kg,prep
SITE_KIT_01,B00007,ING_GCHILLI,2025-11-18T09:00:00,consume,0.9708,kg,prep
SITE_KIT_01,B00050,ING_GCHILLI,2025-11-18T09:00:00,consume,0.0147,kg,prep
SITE_KIT_01,B00057,ING_MINT,2025-11-18T09:00:00,consume,0.3817,kg,prep
SITE_KIT_01,B00076,ING_MINT,2025-11-18T09:00:00,consume,0.0651,kg,prep
SITE_KIT_01,B00042,ING_CORIANDER,2025-11-18T09:00:00,consume,0.035,kg,prep
SITE_KIT_01,B00049,ING_CORIANDER,2025-11-18T09:00:00,consume,0.8818,kg,prep
SITE_KIT_01,B00032,ING_GHEE,2025-11-18T09:00:00,consume,2.5688,kg,prep
SITE_KIT_01,B00037,ING_CASHEW,2025-11-18T09:00:00,consume,0.7826,kg,prep
SITE_KIT_01,B00051,ING_CARROT,2025-11-18T09:00:00,consume,4.8133,kg,prep
SITE_KIT_01,B00019,ING_BEANS,2025-11-18T09:00:00,consume,2.6624,kg,prep
SITE_KIT_01,B00060,ING_BEANS,2025-11-18T09:00:00,consume,0.2976,kg,prep
SITE_KIT_01,B00015,ING_PEAS,2025-11-18T09:00:00,consume,0.363,kg,prep
SITE_KIT_01,B00056,ING_PEAS,2025-11-18T09:00:00,consume,1.925,kg,prep
SITE_KIT_01,B00004,ING_CAULI,2025-11-18T09:00:00,consume,2.2372,kg,prep
SITE_KIT_01,B00047,ING_CAULI,2025-11-18T09:00:00,consume,18.3451,kg,prep
SITE_KIT_01,B00003,ING_POTATO,2025-11-18T09:00:00,consume,11.1999,kg,prep
SITE_KIT_01,B00068,ING_PANEER,2025-11-18T09:00:00,consume,8.944,kg,prep
SITE_KIT_01,B00072,ING_BUTTER,2025-11-18T09:00:00,consume,1.9396,kg,prep
SITE_KIT_01,B00030,ING_CREAM,2025-11-18T09:00:00,consume,0.0518,kg,prep
SITE_KIT_01,B00071,ING_CREAM,2025-11-18T09:00:00,consume,1.7942,kg,prep
SITE_KIT_01,B00011,ING_CAPSICUM,2025-11-18T09:00:00,consume,2.0649,kg,prep
SITE_KIT_01,B00052,ING_CAPSICUM,2025-11-18T09:00:00,consume,0.675,kg,prep
SITE_KIT_01,B00035,ING_BESAN,2025-11-18T09:00:00,consume,0.884,kg,prep
SITE_KIT_01,B00036,ING_OIL,2025-11-18T09:00:00,consume,2.158,kg,prep
SITE_KIT_01,B00074,ING_SPINACH,2025-11-18T09:00:00,consume,6.06,kg,prep
SITE_KIT_01,B00034,ING_ATTA,2025-11-18T09:00:00,consume,14.937,kg,prep
SITE_KIT_01,B00029,ING_MILK,2025-11-18T09:00:00,consume,0.929,kg,prep
SITE_KIT_01,B00070,ING_MILK,2025-11-18T09:00:00,consume,0.358,kg,prep
SITE_KIT_01,B00039,ING_TOORDAL,2025-11-18T09:00:00,consume,3.51,kg,prep
SITE_KIT_01,B00058,ING_CURRYLEAF,2025-11-18T09:00:00,consume,0.3517,kg,prep
SITE_KIT_01,B00024,ING_MUTTON,2025-11-18T09:00:00,consume,1.16,kg,prep
SITE_KIT_01,B00065,ING_MUTTON,2025-11-18T09:00:00,consume,3.0,kg,prep
SITE_KIT_01,B00073,ING_BATTER,2025-11-18T09:00:00,consume,8.024,kg,prep
SITE_KIT_01,B00078,ING_BATTER,2025-11-18T09:00:00,consume,3.208,kg,prep
SITE_KIT_01,B00066,ING_FISH,2025-11-18T09:00:00,consume,4.16,kg,prep
SITE_KIT_01,B00038,ING_COCONUT,2025-11-18T09:00:00,consume,1.04,kg,prep
SITE_KIT_01,B00018,ING_LEMON,2025-11-18T09:00:00,consume,1.1791,kg,prep
SITE_KIT_01,B00059,ING_LEMON,2025-11-18T09:00:00,consume,0.1953,kg,prep
SITE_KIT_01,B00021,ING_CUCUMBER,2025-11-18T09:00:00,consume,0.5003,kg,prep
SITE_KIT_01,B00062,ING_CUCUMBER,2025-11-18T09:00:00,consume,2.3436,kg,prep
SITE_KIT_01,B00012,ING_CABBAGE,2025-11-18T09:00:00,consume,0.9017,kg,prep
SITE_KIT_01,B00053,ING_CABBAGE,2025-11-18T09:00:00,consume,0.94,kg,prep
SITE_KIT_01,B00063,ING_BANANA,2025-11-18T09:00:00,consume,2.9389,kg,prep
SITE_KIT_01,B00067,ING_EGG,2025-11-18T09:00:00,consume,1.8486,kg,prep
SITE_KIT_01,B00054,ING_BRINJAL,2025-11-18T09:00:00,consume,2.5876,kg,prep
SITE_KIT_01,B00014,ING_OKRA,2025-11-18T09:00:00,consume,3.0086,kg,prep
SITE_KIT_01,B00020,ING_MUSHROOM,2025-11-18T09:00:00,consume,0.2335,kg,prep
SITE_KIT_01,B00061,ING_MUSHROOM,2025-11-18T09:00:00,consume,0.6283,kg,prep
SITE_KIT_01,B00079,ING_TOMATO,2025-11-19T07:00:00,receive,23.0,kg,LOT-B00079
SITE_KIT_01,B00080,ING_ONION,2025-11-19T07:00:00,receive,67.945,kg,LOT-B00080
SITE_KIT_01,B00081,ING_POTATO,2025-11-19T07:00:00,receive,40.0,kg,LOT-B00081
SITE_KIT_01,B00082,ING_CAULI,2025-11-19T07:00:00,receive,27.0,kg,LOT-B00082
SITE_KIT_01,B00083,ING_SPINACH,2025-11-19T07:00:00,receive,9.0,kg,LOT-B00083
